m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
534.19741,1181.48,490.2857143,2881.784319,472.5714286,3480.366908,4402.852679,4083.251116,0,0,0,2575.619141,3501.013672,2789.030762,6184.242676,975,6357.708008,5081.787109,5614.412598,5248.915039,101,0,0,0,0,0,4262.760254,7113.429688,5213.327148,274,396,260,0,138,0,7893.879395,7253.074219,7584.816406,3986.594866,3333.340681,3394.095424,501.7142857,602.8571429,3692.332868,2527.709542,2023.02567,1593.940709,930,4946.646484,6102.644043,6597.030762,6304.541016,5074.808594,324,455,0,3204.155273,3593.887207,4023.38501,7451.490723,7849.307617,7015.24707,6968.354492,8312.233398,6739.020508,5444.849121,4188.921387,5630.519043,0,0,0,0,0,0
534.25847,21.4,2207.428571,633.7142857,2086.285714,1068,1036,961.1428571,404,406.2857143,353.7142857,1214,1095,1011,1030,1305,1129,861,778,916,903,856,802,564,558,576,540,539,548,844,421,873,483,462,456,621,686,552,0,0,249.1428571,310.2857143,157.7142857,252,287.4285714,0,0,555,513,486,509,398,655,649,481,556,0,0,474,464,385,513,636,649,597,0,0,422,623,0,417,0,0,499
535.21206,1165.65,5232.267299,546.2857143,452.5714286,392,363.4285714,4647.628348,132.5714286,158.8571429,133.7142857,642,678,708,6638.951172,6980.587891,7492.640625,811,847,9212.570313,0,0,133,230,233,0,588,591,7207.924805,310,337,293,244,292,256,1303,16161.33105,1134,4813.421317,362.8571429,466.2857143,4193.059152,4187.918248,361.7142857,3037.927455,310.8571429,325.1428571,937,9358.273438,10937.89453,595,643,5923.158203,381,381,422,5296.714355,5701.961426,7163.569824,10124.86523,754,9376.618164,753,8868.958008,8881.125,8906.580078,934,9260.80957,213,501,231,254,262,283
536.24438,251.57,2744.051897,1135.336217,334.2857143,1688.728934,3048.533761,3188.317522,2979.251674,2388.618583,4031.072824,3227.735107,483,551,3554.387207,3236.9375,3881.861084,4585.683105,5290.074219,3411.118896,5091.101563,5016.523926,4747.940918,3458.966553,5354.420898,5528.095215,8382.104492,2091.636963,5171.107422,3749.466553,4106.570313,5172.544434,2264.734131,4093.127686,3427.08374,2464.037109,559,487,3766.45731,1909.814453,1820.1363,1988.151367,1260.919922,1938.332031,3111.934431,4038.145926,5669.055246,491,558,2649.982178,408,2506.379639,426,1898.279785,475,447,3922.953369,464,5508.430664,319,392,384,5347.479004,6252.558105,6924.446777,482,260,443,392,490,415,2096.181396,479,488
538.11683,1041.72,1460.393415,1348.90625,1574.614955,310.2857143,1468.374581,1178.814174,2168.307478,1831.635742,483.4285714,2865.826172,672,3040.781738,597,0,488,1844.36438,531,2277.880859,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,841,1771.624023,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538.20324,631.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,2226.470843,2361.748047,2158.328683,2419.991071,2249.526786,2011.967494,0,0,0,4207.728516,3439.710938,3281.619385,2569.43335,2884.20459,3424.77417,0,0,0,0,190,180,3637.475098,3741.033203,2952.375244,0,0,0,435,491,1614.813354,248,298,356
538.23946,366.43,4518.567243,3606.648438,4516.563895,4108.783482,4765.91183,4610.256696,4031.512835,3607.654855,3522.603795,9921.154297,9937.400391,15447.24707,0,0,294,2492.406494,4979.231934,4748.316406,458,1688.936035,495,0,354,0,483,482,465,2583.110352,2257.45752,3174.016602,196,0,126,38538.13672,34534.88281,38187.29297,0,0,104,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,549,603,5997.261719,6091.192871,5664.067383,253,0,248
538.2599,237.54,0,0,0,308,0,233.7142857,262.2857143,0,996.1344169,0,0,0,291,0,277,331,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477.221959,1238.660156,1815.215402,1195.627232,1384.56529,1182.192941,2160.368862,1365.160714,2067.36635,2792.562744,1784.864502,2263.966553,1844.137329,2068.549316,2254.504639,2758.988525,930,2659.223633,0,269,481,0,0,0,515,462,544,460,1476.85022,0,297,0,0,0,0,282
538.86704,28.29,2095.428571,2042.285714,1974.857143,2460,2322.285714,2681.142857,451.4285714,482.8571429,480,545,572,601,1290,1119,1157,456,404,317,12750,13618,14270,5001,5033,4978,925,914,888,1771,575,2275,1659,1719,1430,550,485,449,3382.857143,3377.714286,3965.142857,4826.857143,5037.142857,5788,660,600.5714286,616.5714286,349,259,279,406,425,432,806,828,834,14300,15301,13862,1283,1405,1367,441,378,366,1332,1234,1045,8893,10084,10148,7729,7282,8346
539.137,1095.4,3716.162667,1578.245815,2313.904994,2215.343192,2320.194894,1762.489118,213.7142857,164.5714286,181.1428571,3266.245605,6066.967773,3100.976074,7241.296875,4237.104004,729,6043.835938,3497.746094,4050.16333,212,175,237,243,297,220,2872.875488,665,2985.279297,392,341,471,3968.058594,2470.21875,624,7925.005371,7181.264648,6530.896484,1772.536691,2138.417969,528,4153.837612,423.4285714,402.2857143,1793.523438,400,2957.976842,7488.361328,3601.774658,4168.585449,2903.397705,5998.852539,5342.788574,389,465,433,2594.086914,6111.137207,3942.336914,3720.163818,3239.246582,5035.964844,5194.556641,4784.507324,4477.799805,6624.786133,4187.63916,2949.505371,478,473,2769.503174,612,492,2411.283447
539.23765,20.82,2285.5625,2817.39202,2232.42034,637.7142857,643.4285714,0,2805.822545,2683.358538,2310.123326,1011,4676.607422,4436.562012,4178.847168,0,0,4803.811523,0,0,0,0,0,0,0,0,0,0,0,910,1050,0,0,0,0,0,3996.723389,1086,0,0,512,0,0,482.8571429,0,583.4285714,0,0,0,1186,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539.26408,20.38,575.4285714,2037.365234,0,0,553.1428571,0,752.5714286,0,2382.455915,1182,0,1044,4132.875977,0,4680.811523,0,1254,1212,0,0,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,1492,1337.714286,1297.714286,1062.857143,3702.478795,4039.708147,3709.223493,911.4285714,940,2052,7139.697266,2068,7098.220703,7070.868652,7241.807129,2099,2657,2438,1644,1742,1634,0,0,857,1908,5768.080566,1618,2190,1873,1859,4763.336426,1445,1617,1312,4385.173828,1195
541.3269,245.29,0,217.7142857,180,210.8571429,278.2857143,264,3818.929967,269.1428571,285.1428571,251,260,233,470,464,466,3492.436279,4933.462402,480,4193.607422,402,461,445,464,394,214,0,294,345,273,300,246,324,0,322,262,0,221.1428571,269.1428571,277.1428571,202.8571429,220,0,8551.277344,277.1428571,4547.467076,235,279,199,331,403,283,216,338,198,239,264,299,0,154,151,437,3466.042725,3171.860107,0,0,0,0,0,0,143,0,122
544.32951,219.59,508,473.7142857,502.8571429,609.1428571,775.4285714,635.4285714,1113.142857,1097.142857,1222.285714,843,841,975,1383,1200,1208,1742,1900,1705,1544,1602,1426,1317,1514,1362,1085,1333,1526,1209,1144,1150,870,894,0,1172,1004,989,539.4285714,504.5714286,543.4285714,446.8571429,445.1428571,417.7142857,907.4285714,2934.668527,869.1428571,2161.939209,0,657,807,894,868,2333.419922,1104,1024,951,850,942,850,669,728,1327,1708,1292,5771.520996,7344.121582,3856.567871,3840.93042,6040.549316,1318,3905.217041,4260.966797,8210.416992
545.378,382.53,280,194.2857143,245.7142857,181.1428571,199.4285714,177.7142857,182.8571429,216,280,15698.61328,14821.41992,16678.31445,366,443,359,329,358,249,25804.82617,25963.99805,26779.27148,284,289,346,152,0,0,3829.509766,3410.08374,472,180,222,0,5392.039551,4938.069824,5448.223145,0,0,0,0,0,0,0,0,0,220,270,209,0,0,0,0,0,0,148,152,225,0,0,0,0,0,0,195,184,0,0,0,0,0,0,0
546.32227,21.51,0,0,538.8571429,609.1428571,593.1428571,0,508.5714286,0,0,891,0,0,848,0,977,0,0,0,0,0,0,0,773,0,0,599,0,0,0,0,0,0,2865.766602,0,0,914,490.8571429,526.2857143,519.4285714,561.7142857,593.1428571,540,637.1428571,597.7142857,2267.08803,854,3295.606201,3867.985107,3074.125,929,2959.556885,3084.885742,0,970,0,2660.169434,0,0,717,0,1062,893,3542.339844,0,0,0,0,0,0,0,827,0
546.40457,514.71,3495.405971,3421.61635,3036.086496,276,0,282.2857143,288,2723.476004,0,7320.271484,493,6964.83252,897,11377.93457,17036.30469,5777.575195,489,473,149,92,0,360,310,298,0,0,0,347,222,451,365,410,384,251,269,285,0,0,0,0,68,0,144.5714286,139.4285714,216,0,0,96,0,0,0,0,0,0,126,0,0,0,0,0,204,197,0,0,0,0,0,0,0,0,0,0
548.10562,1181.28,162.8571429,250.2857143,0,229.1428571,1495.356724,241.1428571,57.71428571,90.85714286,75.42857143,301,271,321,273,273,388,3104.236328,482,14493.73242,0,0,0,0,99,0,408,0,0,153,0,0,0,0,0,3838.87085,15451.05957,4123.564453,288.5714286,0,1644.767857,176.5714286,152.5714286,200.5714286,170.2857143,193.1428571,134.8571429,0,471,434,355,273,0,0,185,212,0,247,210,419,479,418,491,545,479,384,416,374,0,0,0,0,0,0
548.23397,996.72,249.1428571,1233.612444,247.4285714,256,268.5714286,1110.2101,1282.11928,278.8571429,2485.968471,365,487,473,386,417,451,1772.01123,3322.638672,2208.663574,428,447,3028.461914,380,292,460,425,457,2617.580566,228,179,306,492,388,478,5760.952637,6374.402832,6661.92334,2092.771484,260.5714286,1714.06808,466.8571429,3785.428292,3754.98856,1571.092355,1774.446708,1759.482701,1954.060669,2226.645996,2647.308594,3713.481689,3722.395996,5151.504395,2406.444092,4293.477539,4877.341309,493,579,3135.156006,410,432,1653.956299,4847.594238,5644.584473,5959.95459,482,4273.465332,509,8468.958984,7373.203613,8042.32373,2768.539551,3148.640625,2614.183105
553.42165,309.33,256.5714286,249.1428571,655.6046317,839.3630022,1095.243652,1044.744559,970.6222098,747.7699498,809.8162667,0,278,254,354,351,347,326,464,345,346,389,384,0,0,0,154,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,128,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,303,380,257,271,406,319
554.25564,21.41,5533.24721,1024.571429,1109.142857,865.7142857,841.7142857,964,822.2857143,866.2857143,955.4285714,1690,1400,1544,1566,1698,1565,1923,1726,1701,1304,1460,1342,1281,1385,1193,998,1250,1096,1762,1506,1699,1472,1279,1510,1493,7648.26123,1737,865.1428571,994.8571429,912,864.5714286,890.2857143,831.4285714,719.4285714,752.5714286,856,11015.41797,2832,10858.5918,2248,2254,12486.375,13191.66504,2813,13641.0625,1697,1682,1847,1144,1117,1179,1666,2033,1785,1372,1460,1453,1467,1616,1665,1729,1305,1339
555.34211,259.36,810.2857143,751.4285714,29841.89732,970.8571429,1142.857143,1314.285714,1518.857143,1683.428571,1852,44178.19531,1523,35893.09766,2436,62075.41406,2169,3214,3271,3029,2062,2679,2601,2309,2237,1987,1201,1126,1355,1886,1479,1936,865,1095,810,1924,1668,1622,629.7142857,706.2857143,907.4285714,783.4285714,23536.25223,750.2857143,1508.571429,1365.142857,1560.571429,755,610,724,1546,1222,1239,1129,1347,1221,1330,896,1087,638,573,0,2205,2376,2008,0,0,0,0,0,0,0,0,130
557.41424,668.59,1331.231166,1152.182896,1275.254325,1353.281669,1480.142718,1600.968052,1855.688616,2006.530692,2233.291434,256,237,395,261,235,340,350,352,396,176,168,168,285,342,309,221,130,174,363,366,260,334,275,338,384,368,304,68.57142857,108.5714286,0,0,0,0,0,0,0,171,163,218,122,0,177,0,171,148,241,224,152,0,0,0,0,122,0,178,175,215,0,0,0,0,0,0
558.33064,406.81,324.5714286,339.4285714,0,949.5166016,262.2857143,0,0,0,0,455,592,642,2718.99707,2963.095459,3054.583496,3163.944824,3903.012207,4944.4375,414,0,247,265,266,0,0,0,0,0,0,0,247,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559.37583,935.92,0,0,0,65.14285714,128.5714286,70.28571429,84,95.42857143,109.7142857,1792.655518,4129.989258,519,488,400,358,229,201,164,401,354,402,231,282,271,0,117,209,203,199,180,123,0,0,181,183,0,284.5714286,956.801409,386.2857143,2598.826451,6104.632813,2764.29827,2799.138393,2739.574498,5823.483817,496,493,1601.834351,2322.174072,333,441,495,1692.876831,723,4715.719238,3634.976074,4116.481445,5074.802734,5275.376953,5286.024414,4293.451172,4779.8125,4392.974121,4275.560059,4298.164063,4401.65625,3776.084473,422,420,3738.240234,485,458
559.39285,419.77,178.8571429,164.5714286,248,192.5714286,185.7142857,212.5714286,190.8571429,0,170.2857143,10229.34277,11109.72656,11195.13672,403,374,351,308,239,0,25266.23828,24211.83008,27888.72656,271,303,324,119,142,0,3435.831299,438,483,183,259,209,3384.150635,4252.04541,4462.983887,0,0,0,0,0,0,0,0,0,160,119,236,0,0,0,0,0,0,178,0,132,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0
560.19826,19.73,3083.720145,601.7142857,3213.424665,3541.788225,3210.773438,3127.168248,4482.622768,672.5714286,4734.659598,1367,984,0,1087,1122,6335.606445,5369.212402,6923.333008,6329.288086,1193,1088,1293,6726.365234,6732.178223,1618,1293,1046,1409,3007,2301,2510,10212.12402,3085,10797.05859,2869,2686,2309,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,1722.136597,0,203,0,0,0,716,752,0,0,0,0,532,580
560.19885,39.79,4611.313895,4056.443359,4831.488281,5930.085379,996.5714286,5434.328125,7411.041295,7792.99721,8397.148996,16938.08203,8449.21582,8408.227539,8087.496094,9056.700195,8792.620117,13478.55371,13554.45508,12822.62305,12435.73926,12164.13574,12552.05273,14763.29102,3586,13828.71387,14232.48828,14295.09473,15214.1084,3800,5831,6454,15544.38672,3987,3914,26726.05859,6526,6120,0,0,0,0,0,0,0,0,0,312,0,299,297,260,253,0,0,0,270,232,203,0,0,0,2244.229736,1965.947998,2917.806885,430,362,412,1760.702759,506,437,365,384,388
560.30442,250.81,182.2857143,110.2857143,140.5714286,204.5714286,178.2857143,240,190.8571429,210.2857143,177.1428571,375,348,409,273,223,251,0,231,303,260,197,220,142,207,167,0,0,143,298,264,277,117,141,101,349,309,318,854.8571429,810.8571429,882.2857143,836.5714286,686.8571429,652,1222.285714,923.4285714,909.7142857,1131,1424,1672,1317,1205,1144,1530,1589,1565,645,600,629,168,219,305,934,889,1045,769,758,700,664,1010,707,430,410,601
561.19868,19.85,0,1494.258092,0,0,0,1807.066964,0,561.7142857,484,0,0,262,0,0,0,0,0,0,0,0,385,674,0,0,0,0,0,6277.32959,4734.305664,3841.641113,963,4852.409668,1127,1355,6262.827637,1164,452.5714286,0,409.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,855,0,868,0,0,0,0,838,0,0,0,727,0
561.20227,39.16,375.4285714,372,269.1428571,381.1428571,336.5714286,351.4285714,598.2857143,648,662.8571429,623,2637.652588,727,651,644,714,934,1188,1122,1060,932,937,1160,4024.716064,1099,504,565,531,1471,7170.509766,7715.303711,1291,4916.577148,5629.267578,1653,2371,16941.01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,251,0,220,246,191,226,300,0,0,0,185
562.21374,20.45,35757.28348,32380.82143,33096.71652,10258.54688,3210.857143,3549.714286,5584.571429,5893.714286,27827.91071,12389,13334,61584.3125,51600.17188,51699.00781,53289.57031,26803.34375,7034,7791,49745.77344,14699,52427.46484,12460,48441.07422,49351.12891,54824.57813,12487,59738.01953,93139.77344,96663.58594,100099.1875,11019,35718.68359,38917.44141,168593.6875,160677.6406,162511.7031,7525.455915,7983.203125,7876.764509,15545.87612,3321.142857,16013.15402,7735.074777,7382.707031,9825.472098,23459.30273,6142,23298.19141,7239,34452.70703,37636.37891,6355,33973.33594,7196,22237.43945,24631.86133,6266,2380,8244.540039,2258,7506,6698,6680,49592.28125,52505.875,53645.0625,6793,7139,27165.00195,38078.30859,40201.40625,38536.80859
562.2145,20.35,65751.17411,64382.90179,62528.67857,72896.20089,74813.54464,78213.1875,78551.3125,81306.65179,85299.02679,112754.1797,117657.7813,113910.7344,110759.9375,110198.5,115609.0625,129466.4453,136470.3281,132350.0625,142710.125,135629.1719,144409.6719,86396.5625,170755.0313,172556.5,68828.04688,22188,44096.67188,273576.9375,258553.8438,257934.0469,228958.9531,253103.6875,227019.6406,355140.1875,53859,336213.7813,5720.571429,5645.142857,6091.428571,4870.285714,5205.142857,4944.571429,6148.571429,37240.87054,38036.66071,12039,10846,13039,13977,13550,13176,12321,12190,11998,26087.79297,56815.15625,58896.75781,7183,6961,7700,14302,14155,14807,135550.7969,45044.40625,139794.8438,57844.31641,120611.4063,115738.25,117165.5313,120072.9688,133770.9375
563.1648,1142,0,0,0,411.4285714,2225.14481,2559.299386,0,0,0,0,0,0,973,6476.530273,6681.304199,0,290,262,0,0,0,0,0,0,3777.61084,3040.182129,4230.473633,209,0,153,0,0,0,0,296,290,2748.663225,2774.799107,2662.655413,2162.273856,1761.449637,1862.865513,2673.168806,2133.754325,2295.601004,249,0,0,4146.501953,3319.415527,609,470,370,382,3079.545898,3507.927734,3233.510742,12234.28711,2021,11282.82715,6634.385742,1503,1390,252,0,254,0,0,89,0,0,0
565.41952,358.53,472.5714286,1516.320033,1748.709821,0,164.5714286,122.8571429,212,209.7142857,378.2857143,2730.507568,2512.675049,741,1843.937012,3326.578857,2602.824707,211,326,241,298,366,280,309,307,232,362,468,527,2560.278809,484,1408.313843,143,0,0,829,2703.201172,738,0,0,0,168,103.4285714,154.2857143,82.85714286,109.7142857,89.14285714,0,226,187,201,252,217,284,250,318,231,274,358,0,0,0,366,316,364,272,332,315,0,0,0,118,159,210
