m/z (positive mode),RT,R1a_0.5h,R1b_0.5h,R1c_0.5h,R2a_0.5h,R2b_0.5h,R2c_0.5h,R3a_0.5h,R3b_0.5h,R3c_0.5h,R1a_4h,R1b_4h,R1c_4h,R2a_4h,R2b_4h,R2c_4h,R3a_4h,R3b_4h,R3c_4h,R1a_24h,R1b_24h,R1c_24h,R2a_24h,R2b_24h,R2c_24h,R3a_24h,R3b_24h,R3c_24h,R1a_48h,R1b_48h,R1c_48h,R2a_48h,R2b_48h,R2c_48h,R3a_48h,R3b_48h,R3c_48h,A1a_0.5h,A1b_0.5h,A1c_0.5h,A2a_0.5h,A2b_0.5h,A2c_0.5h,A3a_0.5h,A3b_0.5h,A3c_0.5h,A1a_4h,A1b_4h,A1c_4h,A2a_4h,A2b_4h,A2c_4h,A3a_4h,A3b_4h,A3c_4h,A1a_24h,A1b_24h,A1c_24h,A2a_24h,A2b_24h,A2c_24h,A3a_24h,A3b_24h,A3c_24h,A1a_48h,A1b_48h,A1c_48h,A2a_48h,A2b_48h,A2c_48h,A3a_48h,A3b_48h,A3c_48h
578.22325,1192.93,391.4285714,2925.688616,2882.914621,4162.140346,4843.878348,629.1428571,0,0,0,502,2783.483643,375,7014.494629,7387.443359,6755.503418,6415.125488,799,4994.683594,0,0,0,0,0,0,7538.877441,7134.035156,928,0,0,0,0,0,0,10513.68262,10656.04199,9085.740234,4852.380022,4638.24442,4408.909598,3996.553571,3703.994978,3988.803571,3356.296596,3416.991071,2791.182199,7911.777832,735,4777.591797,8071.074219,6899.848145,6982.067383,340,360,413,3432.895264,3348.123535,4289.385254,10549.9873,6589.788574,8979.077148,9808.999023,9513.55957,8699.276367,4132.448242,5844.389648,5627.756836,0,0,0,0,0,0
578.286,775.96,15372.46652,14284.62612,15304.10714,17012.35826,20940.97545,21949.21875,3575.806083,3741.887277,4669.814174,14775.24219,13734.55957,14619.23438,15004.61914,15611.9248,15244.82715,30752.36523,38721.13672,32454.86719,298,251,260,429,456,2201.857666,14199.94922,11694.26855,13482.52051,4144.658203,4115.796875,5202.978516,11071.26758,15382.43164,10840.54395,39512.44531,34404.64844,35592.66406,20091.36384,20367.82366,24742.20982,7892.579799,8152.202009,7864.177455,9884.72433,8899.739397,10117.74107,20191.25391,2902,22609.89453,14268.38965,11874.31641,11533.81445,5131.794434,8210.037109,8879.361328,14869.17969,14851.95605,18732.99219,25236.04688,26460.53906,31725.69531,14088.86035,16782.86914,13997.81738,14012.15625,16333.74414,16609.2832,4145.652832,4650.317383,4137.606445,4767.650879,4851.95459,5449.994629
580.09677,1197.5,505.7142857,5867.979911,410.8571429,646.2857143,641.7142857,592,182.2857143,265.1428571,214.2857143,6021.922363,785,664,799,8192.637695,815,7140.32666,9004.414063,10112.43555,0,0,0,353,318,278,5773.963379,9987.258789,5665.852051,376,491,381,0,0,207,18732.33203,11944.16309,10388.21289,5661.972098,5104.023438,5013.359375,4685.654018,5808.580915,4906.771205,2972.255022,3511.102121,2842.347935,6261.819824,11917.23633,7282.367676,8846.382813,9045.227539,5019.268555,282,478,407,556,5357.962891,5566.19043,8985.711914,8104.850098,10983.09375,10895.23828,9354.574219,10656.51855,11324.46973,9138.25,845,122,0,154,184,0,0
581.41543,225.8,1305.783761,1608.996931,1481.544364,1297.473354,1429.98019,1506.632115,126.8571429,142.8571429,185.7142857,180,158,173,403,260,293,399,415,272,235,304,203,1984.565674,2414.193604,1889.124268,358,284,396,0,225,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582.06919,610.48,270.2857143,248.5714286,197.7142857,252,276,326.8571429,204.5714286,280,729.8073382,2175.24707,491,2201.503662,2446.39917,2401.87793,2433.200195,401,445,304,391,441,430,380,442,1112.421021,252,303,330,343,1254.026733,312,417,1433.33313,457,312,363,273,256,1066.019601,280,820.9462891,260.5714286,221.7142857,237.1428571,209.7142857,205.7142857,420,337,393,272,306,310,304,366,349,318,348,1578.380249,0,159,199,286,413,239,386,472,336,314,316,314,2923.23877,3199.366699,2890.604248
582.28623,20.74,0,603.4285714,632.5714286,918.2857143,888,831.4285714,822.8571429,2934.470703,3074.760045,1423,1448,1510,1432,1324,0,1541,4377.3125,1622,1426,1343,4054.925049,0,926,3411.574463,0,0,819,1244,1135,1349,1148,981,0,1313,4789.580566,1525,3170.857143,3354.285714,3052.571429,2508,8018.151786,7451.270647,2312.571429,7555.248884,7206.147879,4278,14050.23535,12506.40039,4103,13856.94629,4617,4949,5153,5258,3126,3314,8680.719727,1502,1654,1349,3646,10835.91602,3635,12002.84375,3632,3800,3283,2934,3080,5907.354004,1948,2173
582.2864,251.35,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,119,0,0,0,0,0,0,362.8571429,0,1336.921596,288.5714286,825.4638672,871.4566825,1363.631417,516,1595.20452,2066.874512,662,0,1613.370728,561,484,604,1410.335205,1318.854004,326,0,307,0,0,0,1025.923706,0,518,251,0,0,290,0,274,0,0,0
583.46644,847.72,173.7142857,143.4285714,149.1428571,244,248.5714286,216.5714286,274.8571429,253.7142857,849.9964425,2851.25415,7802.629395,2781.683838,2055.294922,2847.830078,3563.879639,695,3456.542969,2984.765869,1595.602783,440,425,242,313,344,345,292,317,2064.174316,1658.460693,407,1257.413086,2036.07605,414,2081.012695,474,440,1719.600446,1472.248744,1596.93178,3273.030971,1716.034598,1605.666574,3210.587891,2966.932757,2943.355469,391,343,463,1593.816895,428,445,2539.283936,2178.949219,2091.976563,394,476,324,477,409,451,422,471,1870.339478,453,384,2269.938965,2046.864868,1489.080444,1716.977051,2199.473877,554,4636.064941
584.19678,19.76,1508.010742,0,0,0,0,0,0,0,508,0,805,0,0,708,0,0,816,0,971,920,0,948,3006.749756,1356.891846,0,3156.629639,0,3212.19751,3213.29541,3240.977783,1184,3664.804443,3601.91333,1265,2720.40625,3691.752197,0,0,0,0,0,0,1257.026367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0
584.36834,137.74,2665.720145,355.4285714,2594.595145,0,0,0,2628.369699,574.2857143,2370.455636,459,2913.096924,3137.270996,715,3248.658936,3347.442627,0,2852.433105,600,0,216,156,186,152,165,0,0,0,0,84,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587.21306,30.16,0,0,0,298.8571429,0,273.7142857,0,0,0,0,274,0,0,0,0,0,0,0,654,497,1370.900513,0,0,0,0,335,278,339,435,0,1229.021851,1219.962036,452,1644.95166,1566.767578,1228.314209,0,0,201.1428571,0,0,0,0,0,0,239,301,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,288,0,0,0,0,300,212,0
587.27919,227.3,22106.93973,19852.4933,18508.58482,26044.45313,29661.97321,32901.74777,30372.23661,39939.25446,42944.72768,29009.03125,31767.42773,39741.98828,44901.41016,42383.73047,45634.36719,66723.28906,65085.48047,84551.83594,68792.15625,62830.61719,62498.17969,46555.67578,53765.3125,54231.91797,53287.74219,44396.19141,50836.21094,36381.57422,30206.55859,32895.57031,41626.04297,39639.30859,35134.92578,39799.57422,38781.96875,4765,19673.12054,18201.65848,23650.92857,2641.142857,2469.142857,2380,24174.5692,29487.07813,36143.73214,3800,3676,4294,4526,27588.73047,4286,32430.20117,33501.18359,4760,31613.6543,4987,5644,3074,3012,21948.46289,47084.80469,48818.85547,42460.37109,3966,4632,4209,26277.51758,5148,36948.31641,24143.60938,20640.48438,4508
587.40289,20.52,12702.35714,11581.67634,13214.24554,7292.133371,8440.037388,6866.376116,540.5714286,3327.059431,3088.634487,7945.896484,7630.325684,2204,10416.16797,11838.66016,10954.68262,0,5039.124512,0,6079.907227,6153.568848,5261.872559,929,3005.908936,0,3821.389893,3876.540771,3377.422119,3125.575928,3556.280273,997,725,0,0,0,0,0,569.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,486,0,0,0,0,0,0,0,0
593.16243,1180.84,972,4735.279018,5767.957589,1956,2250.285714,2202.857143,0,0,0,7550.514648,5327.685547,8475.719727,2609,6687.240234,2580,2754,3178,2630,0,333,0,492,468,0,3065,2758,3010,772,615,558,528,482,492,5078,4002,4092,1787.428571,1909.714286,1895.428571,1599.428571,1530.857143,1321.142857,1051.428571,1210.285714,11043.49554,2609,2795,20214.95117,2894,2705,2393,11874.96094,1035,863,7627.029785,7565.492188,13746.24316,3496,3704,4082,4415,4477,4141,2126,2512,2276,415,0,0,13694.51758,719,13815.55078
594.13027,1165.15,500.5714286,5089.520647,5251.810268,4934.603237,5586.477679,4757.186942,161.1428571,0,130.2857143,3724.049805,6409.087402,5398.731445,7464.26123,8252.021484,8902.051758,9055.091797,12335.73438,9331.128906,0,0,0,220,0,287,861,882,4611.263672,567,387,454,467,528,260,17714.96484,11376.51855,13817.21289,4292.505301,5543.728237,5709.977121,4668.961775,4461.163783,3139.348493,2961.319475,492.5714286,3740.792411,9610.47168,997,9176.014648,8063.171387,8092.587402,5633.969238,417,0,387,3938.000488,5365.441895,4619.148926,1385,1434,11146.03906,9329.897461,8375.831055,8183.639648,7858.545898,9228.646484,9388.575195,0,331,276,0,371,357
594.18665,40.28,6214.891741,5375.993304,6427.207031,9287.828125,1255.428571,10530.06585,15304.39955,10327.39397,9494.75,18339.83008,18013.46289,18452.37305,10406.0166,11925.86035,11371.78027,20192.37305,18711.44336,19472.91016,19182.58789,21105.61719,19867.23047,22345.19336,23945.5332,25124.21289,23545.375,20956.80273,22277.9375,31220.15625,29706.2793,32252.06836,19837.60156,19932.62891,4115,29682.02734,28756.25781,32922.38281,2149.006696,1690.221401,1726.547433,2448.1476,2454.646484,2353.375,2419.828125,2699.746931,3026.1649,3979.555664,3870.358398,3695.958008,3639.267822,2997.821533,3248.249756,894,840,2704.452881,3545.756592,3569.806641,4011.00708,2020.889282,332,403,6985.998535,6508.647461,6578.134766,1816,7958.933105,7001.373047,7370.657715,7967.911133,7124.368652,6483.428223,5453.047852,6883.494629
594.18767,20.09,661.7142857,3585.489955,657.7142857,4018.958984,4554.373326,3775.834821,981.1428571,888.5714286,5324.875558,1180,1322,1086,6972.22998,7212.533203,7412.773926,1494,8268.429688,1681,1597,2009,1940,2137,1930,1951,2117,1646,1748,3207,2815,3106,3201,3375,12638.71289,2973,16383.90137,16857.12695,0,0,0,0,434.8571429,1782.208984,282.2857143,0,284,0,683,2558.696777,3764.828125,2878.304443,720,672,0,0,3055.468506,3030.937256,0,0,0,0,860,4169.918457,0,1052,4582.535156,5704.595215,6290.816406,5675.958008,4860.495605,5457.700684,5704.330078,5911.611328
594.35509,21.45,10980.27902,10753.58929,10860.82031,14156.99554,15171.12612,12925.8125,3010.285714,12894.42076,13179.48438,21484.67188,21458.06836,22940.00195,4917,20486.91602,4862,22094.19141,22377.28516,20683.72852,24471.06641,5466,23251.99609,4093,4572,4671,13372.1084,13661.26758,3200,23125.36719,23758.19922,23099.59766,4751,5172,4874,25119.33789,23766.36523,23396.16797,81580.28571,75902.6875,73032.4375,57152.99107,59419.125,60836.91071,74201.0625,78732.26786,76086.10714,147327.9844,138467.7344,132854.9219,124308.6016,115708.1016,128313.2109,132675.6406,128279.7578,132379,79652.67969,82199.42188,74056.73438,32227.87305,33176.59766,31131.60156,96455.59375,103526.4688,104212.0625,91731.90625,91122.32813,94129.25781,99447.17188,98213.08594,94277.41406,59523.54297,59932.64844,62016.54688
595.18967,23.15,0,385.7142857,446.8571429,581.7142857,557.1428571,481.7142857,433.1428571,0,0,850,2924.120605,800,0,751,725,877,1002,804,694,0,488,0,1071,942,3440.587158,762,3224.947266,1744,1256,1251,1389,1446,2710.115234,1387,1282,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,3138.405518,596,735,0,0,508,668,0,380,0
595.19013,19.94,0,1424.705357,446.8571429,581.7142857,2092.596261,481.7142857,1960.494838,0,0,3467.695313,671,3260.237061,0,751,3281.461914,877,1002,3597.562012,2548.348145,0,488,0,4288.645508,5196.912598,783,3859.927979,737,5662.873535,5847.574219,1251,5054.777344,6033.229004,923,6889.873047,1282,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,559,2899.166748,735,0,0,508,2390.696045,0,380,0
597.41165,246.48,173.7142857,197.7142857,217.7142857,1006.458775,1185.42034,1097.230818,966.4019252,1332.932338,272,529,373,321,258,273,204,208,436,267,166,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,195.4285714,0,101.7142857,0,0,0,219,192,167,176,168,206,0,0,0,0,0,0,0,0,0,0,0,0,274,222,309,0,0,0
599.1512,1141.98,0,238.2857143,255.4285714,2035.564174,3244.308873,445.7142857,155.4285714,180.5714286,0,433,385,431,8533.492188,4911.450684,4898.683105,5816.699219,7260.121094,6740.227539,0,211,0,0,0,0,3408.93335,3700.82666,2442.413086,0,0,0,0,710,655,4547.95459,3717.953613,3305.907715,2721,2232.781808,3019.353795,242.2857143,209.1428571,289.7142857,4194.418527,4309.998047,4254.878906,484,410,591,2318.81958,474,3555.373291,355,280,265,3212.554688,3140.264893,4779.98291,5974.008301,5505.799805,7134.405762,5803.943359,5736.73584,5539.852539,2903.578369,441,3045.482666,602,0,555,578,0,701
599.38618,21.37,76,94.28571429,125.1428571,70.28571429,96,97.14285714,118.2857143,95.42857143,64.57142857,303,311,315,173,186,255,74,191,164,720,655,725,1067,1205,1298,1841,1775,1833,955,355,903,1250,1407,1511,439,464,361,180,157.1428571,145.7142857,221.1428571,186.8571429,190.8571429,489.7142857,456,468,525,600,615,265,238,303,359,315,429,315,344,310,3773,3910,3663,1346,1264,1364,532,653,573,1675,1533,1108,1527,1587,1629
601.44007,669.43,255.4285714,259.4285714,284,265.1428571,1042.970564,1368.99428,1401.655831,1411.366908,1522.042969,226,0,209,0,184,0,187,0,184,0,0,149,145,162,191,0,0,0,246,185,224,355,0,193,230,153,220,73.14285714,0,58.28571429,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,121,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603.40242,940.24,95.42857143,65.14285714,63.42857143,183.4285714,109.1428571,117.7142857,129.7142857,100.5714286,121.1428571,382,1279.447998,290,347,322,287,222,287,206,357,273,392,368,163,214,189,156,0,263,184,200,0,119,0,175,142,0,263.4285714,234.8571429,2667.898438,2455.392578,2594.635882,2468.268136,2304.022879,2334.46889,2803.460379,419,326,407,2065.592529,493,454,1846.454956,389,1576.881836,4098.174805,499,2337.898682,4077.018799,527,443,3780.248047,3948.874512,477,438,3772.22168,456,316,455,369,339,430,439
603.41966,427.79,133.7142857,109.1428571,127.4285714,140.5714286,168.5714286,133.7142857,129.7142857,150.2857143,0,6692.91748,6387.931641,6728.677734,0,228,0,303,180,0,15496.18457,14588.59082,16471.20313,0,0,236,191,0,121,366,333,248,0,0,196,462,452,412,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,150,165,141,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
604.33093,263.19,133.7142857,98.85714286,97.14285714,137.7142857,146.8571429,148,214.8571429,146.8571429,136.5714286,211,302,175,161,154,172,169,212,193,161,216,163,105,0,117,0,0,65,135,165,165,84,0,103,194,229,215,529.1428571,608.5714286,544,516.5714286,428.5714286,535.4285714,684,670.8571429,742.8571429,898,1082,865,893,946,848,1005,1328,1197,454,431,392,103,93,203,785,650,627,490,483,461,485,611,372,259,247,341
605.8678,22,0,0,0,0,0,162.8571429,0,0,0,0,0,0,0,265,0,0,239,0,0,357,233,0,0,0,400,350,0,0,0,0,0,409,413,322,0,0,0,156,0,0,0,0,0,166.2857143,0,0,0,246,0,0,0,259,341,246,294,360,392,509,0,0,475,1852.658813,429,2327.925781,487,2065.243652,2319.865723,2049.717285,2252.749268,2460.237061,2507.312256,2681.270264
607.47843,848.68,163.4285714,104.5714286,143.4285714,557.011928,223.4285714,300.5714286,75.42857143,0,0,0,256,243,0,140,180,381,1389.158569,440,0,0,0,0,0,0,369,299,397,0,0,166,0,1662.797974,355,2416.371582,1691.30127,2160.541504,1219.166992,1248.066127,1319.200893,252,248,193.1428571,750.6990792,820.444615,1022.418248,276,342,382,264,195,259,234,320,256,205,353,0,338,368,1825.470703,560,2452.647705,468,0,0,237,340,305,351,1427.95874,446,1932.93042
609.22094,20.24,370.2857143,228,418.8571429,328,364.5714286,466.8571429,356,461.7142857,361.1428571,0,575,171,600,584,624,722,875,791,693,671,670,577,625,591,433,442,472,815,644,789,591,727,689,1248,1257,1473,0,0,0,192,0,0,254.8571429,0,246.2857143,0,589,588,220,0,0,0,0,0,435,0,329,0,0,319,324,287,504,521,606,307,537,483,443,523,480,506
610.09651,594.21,239.4285714,190.8571429,190.2857143,200.5714286,190.2857143,168.5714286,974.4796317,1048.403809,1276.602539,394,315,278,337,486,400,337,420,334,0,0,0,242,0,190,120,172,297,0,0,0,137,134,194,291,312,222,239.4285714,191.4285714,138.2857143,789.7590681,246.8571429,248,148,149.7142857,210.8571429,3271.064697,2869.784424,3281.310791,1470.172974,1859.31189,1646.52417,1969.309692,2022.173828,435,0,0,0,0,0,127,1702.121094,1910.579468,1902.673462,1495.822388,1443.615723,490,0,114,0,0,0,0
610.24921,1171.73,5281.296317,2302.493862,4244.69894,3416.07952,3675.441406,4033.798549,179.4285714,161.1428571,186.8571429,6244.37207,6535.591309,883,5500.709473,5163.251953,4426.289551,10472.65332,11142.8252,9961.169922,0,0,0,192,278,216,5540.416504,742,3626.042725,342,330,244,0,0,0,12045.5,0,0,4361.855469,5201.552455,553.1428571,3422.675223,2228.040458,1894.575195,2426.487444,283.4285714,375.4285714,985,1098,1081,700,0,0,363,0,0,503,4241.132813,750,6888.46582,768,798,807,833,7407.895996,995,0,6046.749512,0,0,0,0,0,0
610.34828,594.18,0,0,0,877.2512556,442.2857143,1351.924107,1478.841239,1879.57673,2161.662528,523,313,0,0,1093.372681,435,1670.20752,826,2208.667236,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,344,329,234.2857143,192,281.7142857,1704.06264,1912.416574,2069.828823,0,161.1428571,0,5379.55957,5212.066406,7042.858887,1558,4196.687988,1360,957,2373.657715,2566.015869,0,0,0,0,0,0,1944.693604,684,1434.413818,1183.328247,1495.701294,393,0,0,0,0,0,0
610.87642,23.05,157.7142857,0,161.1428571,225.1428571,0,155.4285714,165.7142857,0,145.7142857,0,236,0,288,0,359,319,436,1636.337036,509,0,350,437,2128.079834,742,1811.59668,419,428,1357.716064,323,1534.755127,469,1802.138062,1791.443604,423,1665.042847,370,173.1428571,209.1428571,148,164,0,0,818.3784877,225.7142857,268,228,203,171,365,0,391,243,276,260,1653.835815,1958.896606,2109.931641,2302.484863,2541.30249,2192.420898,1928.549927,2570.56958,1873.184814,343,284,335,275,0,0,0,301,0
611.42608,256.05,4677.714286,4501.142857,5745.142857,2809.142857,2337.142857,2635.428571,824.5714286,861.1428571,838.2857143,2034,2040,1838,3247,3045,3249,1553,2017,1472,1240,991,1198,666,639,727,633,570,761,748,935,716,289,272,246,319,263,293,85.71428571,77.14285714,50.85714286,262.8571429,213.1428571,215.4285714,233.1428571,229.7142857,283.4285714,211,160,121,313,281,311,659,663,720,0,0,0,0,0,101,334,294,305,126,153,95,405,446,348,282,256,230
611.49778,946.19,0,51.42857143,61.71428571,152.5714286,145.7142857,120,133.7142857,143.4285714,141.1428571,213,227,217,179,149,123,169,223,196,149,226,209,162,171,184,0,104,0,0,0,123,0,0,0,0,0,0,1037.141532,260,1047.557966,2617.17606,3048.893973,1216.971959,4488.820871,2179.231027,2558.794643,272,206,313,240,288,341,228,163,283,345,269,272,401,328,361,365,486,284,254,323,208,339,239,281,298,155,222
612.50755,1090.39,0,139.4285714,0,0,199.4285714,0,208.5714286,690.777832,757.0915876,463,269,0,0,0,0,0,419,366,1511.702759,1519.30188,1756.524048,227,298,249,279,290,0,0,0,0,1792,2165,5281.592285,10928.21777,11141.49316,2621,754.9598912,256.5714286,753.4628906,4670.736607,4744.436384,4438.509208,1388.780552,1348.186942,1600.037807,809.7575073,475,1227.866577,6199.650879,4551.858398,4623.452637,1684.938965,1764.487305,1768.126953,447,491,496,246,0,289,8631.712891,10629.06445,8899.009766,685,2159.606445,2244.694336,38782.96094,36557.23047,37597.14063,8431.609375,8780.463867,2799
613.15577,1164.79,7310.688616,0,6219.305246,5834.760603,2129.714286,7366.874442,2799.039342,2884.824219,2899.683594,10944.83887,0,12411.29297,9588.063477,11632.10254,11586.77734,20380.30273,13523.95117,12484.25781,311,460,367,2917.29834,3187.631348,3305.34668,2540,12398.29199,8739.689453,1596,5547.878418,3821.604004,7492.586914,5884.587891,7926.536133,24653.66016,0,0,7812.322545,6403.345424,7381.385603,6782.966518,0,952,6994.560268,6145.384487,6344.023996,11208.67773,2666,12276.8457,10661.52441,0,0,5842.026855,0,0,11728.81738,8560.974609,10668.02441,3015,18858.89453,12269.16992,14360.21875,12919.52344,13134.8252,0,0,13976.34082,7478.78418,7434.601563,6554.636719,4868.985352,0,0
